,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
626,Czech Republic,CZE,1/9/2021,47888.0,47888.0,,1991.0,4946.0,0.45,0.45,,462.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
627,Denmark,DNK,1/9/2021,117945.0,117945.0,,1907.0,10109.0,2.04,2.04,,1745.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
628,Estonia,EST,1/9/2021,10197.0,,,2224.0,1099.0,0.77,,,828.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
629,Finland,FIN,1/9/2021,,,,,1353.0,,,,244.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
630,France,FRA,1/9/2021,86315.0,86315.0,,10293.0,12278.0,0.13,0.13,,181.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
631,Germany,DEU,1/9/2021,617747.0,617747.0,,56490.0,51360.0,0.74,0.74,,613.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
632,Greece,GRC,1/9/2021,40427.0,40427.0,,5155.0,5325.0,0.39,0.39,,511.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
633,Hungary,HUN,1/9/2021,,,,,7402.0,,,,766.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
634,Iceland,ISL,1/9/2021,,,,,63.0,,,,185.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
635,Ireland,IRL,1/9/2021,,,,,4124.0,,,,835.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
636,Israel,ISR,1/9/2021,1853840.0,1853803.0,37.0,43956.0,104804.0,21.42,21.42,0.0,12108.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
637,Italy,ITA,1/9/2021,605608.0,605608.0,,86416.0,74026.0,1.0,1.0,,1224.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
638,Kuwait,KWT,1/9/2021,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
639,Latvia,LVA,1/9/2021,6644.0,,,305.0,566.0,0.35,,,300.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
640,Lithuania,LTU,1/9/2021,23494.0,23494.0,,304.0,1928.0,0.86,0.86,,708.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
641,Luxembourg,LUX,1/9/2021,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
642,Malta,MLT,1/9/2021,,,,,373.0,,,,845.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
643,Mexico,MEX,1/9/2021,74794.0,74794.0,,7326.0,5488.0,0.06,0.06,,43.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
644,Monaco,MCO,1/9/2021,,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
645,Netherlands,NLD,1/9/2021,30000.0,,,3000.0,8000.0,0.18,,,467.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
646,Northern Ireland,,1/9/2021,,,,,6345.0,,,,3351.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
647,Norway,NOR,1/9/2021,22922.0,22922.0,,132.0,2964.0,0.42,0.42,,547.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
648,Oman,OMN,1/9/2021,15023.0,15023.0,,43.0,1113.0,0.29,0.29,,218.0,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
649,Poland,POL,1/9/2021,200022.0,200022.0,,1235.0,21376.0,0.53,0.53,,565.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
650,Portugal,PRT,1/9/2021,,,,,6347.0,,,,622.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
651,Romania,ROU,1/9/2021,102301.0,102301.0,,9595.0,12723.0,0.53,0.53,,661.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
652,Russia,RUS,1/9/2021,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
653,Saudi Arabia,SAU,1/9/2021,,,,,19366.0,,,,556.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
654,Serbia,SRB,1/9/2021,,,,,1150.0,,,,169.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
655,Seychelles,SYC,1/9/2021,0.0,0.0,,,,0.0,0.0,,,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
656,Slovakia,SVK,1/9/2021,22281.0,22281.0,,1733.0,4456.0,0.41,0.41,,816.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
657,Slovenia,SVN,1/9/2021,28847.0,28847.0,,248.0,2549.0,1.39,1.39,,1226.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
658,Spain,ESP,1/9/2021,,,,,47569.0,,,,1017.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
659,Sweden,SWE,1/9/2021,,,,,4143.0,,,,410.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
660,Switzerland,CHE,1/9/2021,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
661,United Arab Emirates,ARE,1/9/2021,1020349.0,,,78793.0,48512.0,10.32,,,4905.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
662,UK,GBR,1/9/2021,,,,,164890.0,,,,2429.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
663,USA,USA,1/9/2021,,,,,461263.0,,,,1379.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
664,Argentina,ARG,1/10/2021,,,,,13365.0,,,,296.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
665,Austria,AUT,1/10/2021,6784.0,6784.0,,,,0.08,0.08,,,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
666,Bahrain,BHR,1/10/2021,89250.0,89250.0,,5093.0,4080.0,5.25,5.25,,2398.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
667,Belgium,BEL,1/10/2021,27035.0,27035.0,,395.0,3749.0,0.23,0.23,,323.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
668,Bermuda,BMU,1/10/2021,0.0,,,,,0.0,,,,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
669,Bulgaria,BGR,1/10/2021,,,,,1246.0,,,,179.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
670,Canada,CAN,1/10/2021,,,,,18956.0,,,,502.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
671,Cayman Islands,CYM,1/10/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
672,Chile,CHL,1/10/2021,,,,,562.0,,,,29.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
673,China,CHN,1/10/2021,,,,,464286.0,,,,323.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
674,Costa Rica,CRI,1/10/2021,,,,,1659.0,,,,326.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
675,Croatia,HRV,1/10/2021,,,,,2693.0,,,,656.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
676,Cyprus,CYP,1/10/2021,6035.0,,,,534.0,0.69,,,610.0,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
677,Czech Republic,CZE,1/10/2021,49597.0,49597.0,,1709.0,5060.0,0.46,0.46,,473.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
678,Denmark,DNK,1/10/2021,118760.0,118760.0,,815.0,9349.0,2.05,2.05,,1614.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
679,Estonia,EST,1/10/2021,10749.0,,,552.0,1176.0,0.81,,,887.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
680,Finland,FIN,1/10/2021,,,,,1433.0,,,,259.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
681,France,FRA,1/10/2021,91629.0,91629.0,,5314.0,13027.0,0.14,0.14,,192.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
682,Germany,DEU,1/10/2021,650983.0,650983.0,,33236.0,52514.0,0.78,0.78,,627.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
683,Gibraltar,GIB,1/10/2021,420.0,420.0,,,,1.25,1.25,,,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
684,Greece,GRC,1/10/2021,44645.0,44645.0,,4218.0,5825.0,0.43,0.43,,559.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
685,Hungary,HUN,1/10/2021,71000.0,,,,8429.0,0.73,,,873.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
686,Iceland,ISL,1/10/2021,,,,,63.0,,,,185.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
687,Ireland,IRL,1/10/2021,40000.0,,,,5221.0,0.81,,,1057.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
688,Israel,ISR,1/10/2021,1896698.0,1890700.0,5998.0,42858.0,89921.0,21.91,21.84,0.07,10389.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
689,Italy,ITA,1/10/2021,665678.0,665678.0,,60070.0,77634.0,1.1,1.1,,1284.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
690,Kuwait,KWT,1/10/2021,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
691,Latvia,LVA,1/10/2021,6980.0,,,336.0,594.0,0.37,,,315.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
692,Lithuania,LTU,1/10/2021,23497.0,23497.0,,3.0,1911.0,0.86,0.86,,702.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
693,Luxembourg,LUX,1/10/2021,,,,,62.0,,,,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
694,Malta,MLT,1/10/2021,,,,,396.0,,,,897.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
695,Mexico,MEX,1/10/2021,81300.0,81300.0,,6506.0,5876.0,0.06,0.06,,46.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
696,Monaco,MCO,1/10/2021,,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
697,Netherlands,NLD,1/10/2021,34000.0,,,4000.0,7000.0,0.2,,,409.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
698,Northern Ireland,,1/10/2021,91954.0,78005.0,13949.0,,7143.0,4.86,4.12,0.74,3772.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
699,Norway,NOR,1/10/2021,23029.0,23029.0,,107.0,2979.0,0.42,0.42,,550.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
700,Oman,OMN,1/10/2021,15907.0,15907.0,,884.0,1012.0,0.31,0.31,,198.0,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
701,Poland,POL,1/10/2021,203053.0,203053.0,,3031.0,21746.0,0.54,0.54,,575.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
702,Portugal,PRT,1/10/2021,,,,,6898.0,,,,676.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
703,Romania,ROU,1/10/2021,108294.0,108294.0,,5993.0,13528.0,0.56,0.56,,703.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
704,Russia,RUS,1/10/2021,,,,,18182.0,,,,125.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
705,Saudi Arabia,SAU,1/10/2021,,,,,17055.0,,,,490.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
706,Serbia,SRB,1/10/2021,9300.0,,,,1150.0,0.14,,,169.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
707,Seychelles,SYC,1/10/2021,,,,,500.0,,,,5084.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
708,Slovakia,SVK,1/10/2021,25326.0,25326.0,,3045.0,4221.0,0.46,0.46,,773.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
709,Slovenia,SVN,1/10/2021,28848.0,28848.0,,1.0,2469.0,1.39,1.39,,1188.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
710,Spain,ESP,1/10/2021,,,,,46759.0,,,,1000.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
711,Sweden,SWE,1/10/2021,45547.0,45536.0,11.0,,4549.0,0.45,0.45,0.0,450.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
712,Switzerland,CHE,1/10/2021,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
713,United Arab Emirates,ARE,1/10/2021,1086568.0,836568.0,250000.0,66219.0,52053.0,10.99,8.46,2.53,5263.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
714,UK,GBR,1/10/2021,2677971.0,2286572.0,391399.0,,182960.0,3.94,3.37,0.58,2695.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
715,USA,USA,1/10/2021,,,,,546636.0,,,,1634.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
716,Argentina,ARG,1/11/2021,,,,,14788.0,,,,327.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
717,Austria,AUT,1/11/2021,11559.0,11559.0,,4775.0,4775.0,0.13,0.13,,530.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
718,Bahrain,BHR,1/11/2021,92598.0,92598.0,,3348.0,4427.0,5.44,5.44,,2602.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
719,Belgium,BEL,1/11/2021,32469.0,32469.0,,5434.0,4525.0,0.28,0.28,,390.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
720,Bermuda,BMU,1/11/2021,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
721,Bulgaria,BGR,1/11/2021,14161.0,14161.0,,,1270.0,0.2,0.2,,183.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
722,Canada,CAN,1/11/2021,,,,,18956.0,,,,502.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
723,Cayman Islands,CYM,1/11/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
724,Chile,CHL,1/11/2021,,,,,635.0,,,,33.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
725,China,CHN,1/11/2021,,,,,428571.0,,,,298.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
726,Costa Rica,CRI,1/11/2021,,,,,1759.0,,,,345.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
727,Croatia,HRV,1/11/2021,,,,,2748.0,,,,669.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
728,Cyprus,CYP,1/11/2021,,,,,594.0,,,,678.0,Pfizer/BioNTech,Ministry of Health,https://cyprus-mail.com/2021/01/30/coronavirus-more-vaccination-slots-to-open-on-monday/
729,Czech Republic,CZE,1/11/2021,59320.0,59320.0,,9723.0,5939.0,0.55,0.55,,555.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
730,Denmark,DNK,1/11/2021,119419.0,119419.0,,659.0,9092.0,2.06,2.06,,1570.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
731,Estonia,EST,1/11/2021,10972.0,,,223.0,1205.0,0.83,,,908.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
732,Finland,FIN,1/11/2021,14196.0,,,,1513.0,0.26,,,273.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
733,France,FRA,1/11/2021,125412.0,125412.0,,33783.0,17659.0,0.18,0.18,,260.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
734,Germany,DEU,1/11/2021,716627.0,716627.0,,65644.0,54907.0,0.86,0.86,,655.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
735,Gibraltar,GIB,1/11/2021,1445.0,1445.0,,1025.0,1025.0,4.29,4.29,,30424.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
736,Greece,GRC,1/11/2021,50045.0,50045.0,,5400.0,5674.0,0.48,0.48,,544.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
737,Hungary,HUN,1/11/2021,78579.0,,,7579.0,9083.0,0.81,,,940.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
738,Iceland,ISL,1/11/2021,,,,,63.0,,,,185.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
739,Ireland,IRL,1/11/2021,,,,,6919.0,,,,1401.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
740,Israel,ISR,1/11/2021,1936056.0,1910992.0,25064.0,39358.0,75578.0,22.37,22.08,0.29,8732.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
741,Italy,ITA,1/11/2021,745932.0,745932.0,,80254.0,79434.0,1.23,1.23,,1314.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
